system:index,BG,BU,C,F,G,SI,SS,T,W,first,lat,lc,long,seqnum,.geo
2_0000000000000000151f,558786,449152,3584084,3326,2258,25,3778247,134680,261665,4,36.923175684548326,esri,38.200311274262546,2287.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000130c,9357,85410,23111,48,549,39,747251,77082,3520439,8,35.79232396217201,esri,26.256252311960612,1756.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001377,6603372,26379,62439,709,1,0,1036773,459,501,3,24.882581192188017,esri,28.75975381638381,1863.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001503,211041,584443,1049239,3650,2447,16,2481589,305054,545919,2,35.02087457901839,esri,35.91686621155021,2259.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000153a,1068096,180956,2906550,81,490,12,4478187,8616,75010,8,36.446314863770986,esri,41.39580093436454,2314.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000014c9,3211484,63748,176348,1269,342,0,1781014,246,779476,3,26.61269811726308,esri,33.598149820031246,2201.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000014d0,7859,374720,3420315,1645,180857,60,1441924,3868465,169349,2,42.190142886937466,esri,25.838876741171813,2208.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001502,1899684,520026,913183,930,6117,3,4904707,62984,28134,3,32.72211208001137,esri,36.839737263303064,2258.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001522,2664,18605,27875,0,3952,0,118197,133780,373317,2,43.799930555714816,esri,35.47515751037879,2290.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000135d,6758390,102660,635875,567,167,103,475405,5043,50983,3,29.13969491937193,esri,29.647592824464773,1837.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000151e,804360,47995,138520,261,77,0,7515533,291,12843,4,34.60157100642988,esri,39.06313473109428,2286.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000153b,115674,253491,2395858,775,19641,36,5627767,422289,161199,4,38.78594194387738,esri,40.6200705123653,2315.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001500,4095789,4297,9452,8252,19,0,3833392,2,121,3,28.117094467301715,esri,38.59873816555289,2256.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000014ff,3072852,77298,40125,156,5,0,4599227,46,940,3,25.819711123766567,esri,39.44143987176238,2255.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000014eb,11877,241366,340519,925,19337,0,131408,756853,810391,8,42.066467372579666,esri,29.402388214790648,2235.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000014ca,4060817,29500,37394,1265,108,17,3006805,379,873765,3,28.87224236444481,esri,32.64663937014003,2202.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001521,8747,213020,1013493,3352,84326,0,1255233,1691769,603658,8,41.52811460859169,esri,36.40912501732666,2289.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001539,1056302,75591,340067,877,388,0,6626564,3489,365554,3,34.097846768529905,esri,42.17077733205292,2313.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001376,6423445,958,22862,234,0,0,1161971,0,0,3,22.837265158410958,esri,26.913768276128742,1862.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000014ea,158345,445233,2239359,922,50021,157,3114892,2881850,222597,8,39.846614888505975,esri,30.571185559418517,2234.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000014d1,4461,748343,5171794,3932,288503,46,657721,2791196,138100,4,44.3373324824595,esri,24.456310142289475,2209.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000014e7,2583,160342,92431,93,2825,0,112189,48408,241535,8,33.086555680069175,esri,33.740788217936675,2231.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001558,260988,453486,1231502,1281,1127466,131401,1417455,3839415,296789,2,42.9005604795533,esri,42.61213066593959,2344.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000135c,7314214,13144,48175,107,0,10,503006,441,235,3,27.12109646130962,esri,27.727652666877873,1836.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000014e9,98806,371563,2506487,14060,14496,182,3661724,1264768,419311,2,37.60752640395978,esri,31.67941059544996,2233.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001501,2248175,19845,292623,155,76,1,5570852,451,169,3,30.41936447961534,esri,37.73253787142393,2257.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001392,6713202,3756,56372,73,23,0,714538,44,110423,3,22.637596396391135,esri,29.73831861053302,1890.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000014ec,4498,337197,4926574,119809,146656,7,307892,771337,785399,2,44.26327149336202,esri,28.165191372013854,2236.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000133f,6260415,12661,6237,20589,10,0,1451049,118,39,3,25.208065416502244,esri,22.99609019443462,1807.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000012d6,7751,273299,1622457,6392,30031,313,885260,1494167,2362819,4,40.11932826544235,esri,23.651756343581404,1702.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001519,5926008,9002,85,0,0,0,1685852,24,50,3,23.042512601869063,esri,43.13774879686668,2281.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001520,159170,196097,2179484,324,24872,86,5829924,572662,91282,6,39.233978237541955,esri,37.31652265658622,2288.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001341,6402196,2526,8102,426,17,5,1605881,1736,24575,3,29.347973254216527,esri,26.637576111142657,1809.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000014e6,2447924,319316,306919,884,1082,29,3960591,20371,368852,5,30.811973158395194,esri,34.70532514604306,2230.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000153c,44020,133251,182051,125,231348,106,2295085,1696339,529001,8,41.10810570389599,esri,39.84378482297431,2316.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000151d,325262,4293,115,0,0,0,7964116,5,662,3,32.27516998225611,esri,39.9073610889347,2285.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000014e4,2319672,23369,14831,957,13,0,1730085,246,638242,3,26.252366080062156,esri,36.525850123423155,2228.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000130b,449,631,0,0,0,0,13963,756,209349,8,33.745412607059734,esri,24.26359070590716,1755.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000151b,4754710,69566,133686,42,99,0,2957294,64,291,3,27.632267850012,esri,41.54831355683858,2283.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001378,4734214,109385,458476,1026,149,860,2537125,297,21758,3,26.895593012335,esri,30.665532359431044,1864.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000014c8,3531512,4461,39321,815,3,0,2303596,786,489162,8,24.350338839423877,esri,34.51142738682327,2200.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000014cf,23693,281326,2041447,12909,18859,10,1459862,1947865,2861250,1,40.0160936612555,esri,27.13678756351841,2207.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001556,342895,207727,976390,2183,11504,356,6548711,158036,681895,4,38.247555738154674,esri,43.870308053948335,2342.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001536,3524230,100982,185908,1,125,1,4065375,102,307,3,27.08857644202434,esri,44.48960282185481,2310.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000014cd,12233,108114,78994,1205,807,12,486395,459593,549106,4,35.60263900292728,esri,29.51478980464951,2205.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000014ce,62508,456041,1843523,8238,7679,111,2722955,2329603,1410866,6,37.81903174606241,esri,28.359356742864044,2206.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001504,230843,340368,2078260,10872,5478,172,3386343,1244959,597218,4,37.31116731378889,esri,34.960029350582275,2260.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001555,325234,375587,2893775,366,1551,6,4927409,55179,76544,4,35.88352862284761,esri,44.54340261051718,2341.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000153d,10270,88099,27934,98,94964,1608,272317,2256032,411411,8,43.40461314391891,esri,39.06718180543746,2317.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000014e8,27474,250247,266592,306,2728,1961,1053095,427844,1138877,4,35.352946233955706,esri,32.733929956349584,2232.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001326,591575,6535,2570,0,0,1,4059733,11,443337,8,31.557893405091967,esri,25.48466014887504,1782.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001537,2749783,6001,300,0,11,0,5294274,0,11,3,29.410038428739025,esri,43.71781728847014,2311.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000012f0,8314,50101,36113,1,385,80,571820,153692,1731230,8,35.90498189048241,esri,22.968582864784164,1728.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001506,5585,157797,379459,298,60643,1,1036433,2592067,512574,8,41.84847198059538,esri,32.926331058620804,2262.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000014fe,2664441,123692,42431,29,59,0,4763165,117,49250,3,23.53153768793674,esri,40.26342412678394,2254.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001557,58396,303928,1178996,2794,1567692,1231,4805477,1240344,76166,6,40.59101345567889,esri,43.225183763431914,2343.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001342,1930638,89799,211421,2845,210,16,764543,483,493181,8,31.373209812300402,esri,28.577115441214023,1810.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_000000000000000014e5,3357091,54792,78072,4665,386,12,3172796,838,826335,3,28.532750462760454,esri,35.63227491671913,2229.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000151a,4227268,39474,17872,0,31,0,3474028,0,30,3,25.32781528808461,esri,42.348674018570655,2282.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000135b,5795651,1495,805,3015,0,0,1941478,1,3,3,25.07065421266204,esri,25.880287764330156,1835.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001538,733618,76033,265254,3358,224,0,7090883,727,76876,3,31.74942720715391,esri,42.94483148130706,2312.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000001393,6082314,42884,175228,1051,388,0,1368985,3692,41221,3,24.64478206662743,esri,31.635802469766503,1891.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
